title,product_type,variants,description,product link
Kinetics,Backpack,Purple - ₹1499.00,"Durable polyester backpack (45L) with laptop compartment, padded straps, and rain cover.  12-month warranty.",https://tinyurl.com/2csawkzn
Kinetics,Backpack,Olive - ₹1499.00,"Durable polyester backpack (45L) with laptop compartment, padded straps, and rain cover.  12-month warranty.",https://tinyurl.com/29cejkcp
Krabi,Hardside Luggage,Light Blue / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, and easily mobile.",https://tinyurl.com/245vqa8r
Krabi,Hardside Luggage,Light Blue / Large - ₹4699.00,"Large, lightweight, hard-shell checked luggage (75cm).  Durable, expandable, and secure.",https://tinyurl.com/268zaead
Krabi,Luggage Sets,Cool Mint / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55cm, 65cm, 75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/22ylmpua
Krabi,Luggage Sets,Light Blue / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55cm, 65cm, 75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/23s84ycn
Krabi,Hardside Luggage,Peach / Large - ₹4699.00,"Large, lightweight, hard-shell, expandable suitcase (75cm/28"").  Durable, secure, and easily mobile.",https://tinyurl.com/2cotqqvr
Krabi,Luggage Sets,Light Blue / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/2adobmdz
Krabi,Hardside Luggage,Cool Mint / Medium - ₹4199.00,"Durable, expandable 65cm hard-side luggage (24"") for extended trips, 20kg capacity.",https://tinyurl.com/2ye2kvay
Krabi,Hardside Luggage,Cool Mint / Large - ₹4699.00,"Large, lightweight, hard-shell checked luggage (75cm).  Durable, expandable, and secure.",https://tinyurl.com/275worlr
Krabi,Hardside Luggage,Yellow / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, and easily mobile.",https://tinyurl.com/29cxepa9
Krabi,Luggage Sets,Cool Mint / Small-Medium - ₹7798.00,"Lightweight, hard-shell 2-piece luggage set (55cm/65cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/24hvu4cd
Krabi,Hardside Luggage,Peach / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, and easily mobile.",https://tinyurl.com/2xn2da2t
Krabi,Luggage Sets,Yellow / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/2cq68c69
Krabi,Hardside Luggage,Peach / Medium - ₹4199.00,"Durable, expandable, 65cm hard-side luggage (24"") for extended trips, 20kg capacity.",https://tinyurl.com/2dmpd2co
Krabi,Luggage Sets,Cool Mint / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/2yzq8a4c
Krabi,Luggage Sets,Peach / Small-Medium - ₹7798.00,"Lightweight, hard-shell 2-piece luggage set (55cm/65cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/22uchpvq
Krabi,Luggage Sets,Peach / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/23k3asvg
Krabi,Luggage Sets,Peach / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55-75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/2czyf6p2
Krabi,Hardside Luggage,Grey / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, and easily mobile.",https://tinyurl.com/26d8uq4o
Krabi,Hardside Luggage,Grey / Medium - ₹4199.00,"Durable, expandable 65cm hard-side luggage (24"") for extended trips, 20kg capacity.",https://tinyurl.com/239clk2c
Krabi,Hardside Luggage,Grey / Large - ₹4699.00,"Large, lightweight, hard-shell luggage (75cm/28"").  Durable, expandable, 25kg capacity, TSA-approved lock, 8 wheels.",https://tinyurl.com/274na9ec
Krabi,Luggage Sets,Grey / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55cm, 65cm, 75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/2423fljf
Krabi,Hardside Luggage,Steel Blue / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, and easily mobile.",https://tinyurl.com/27kzop7a
Krabi,Luggage Sets,Grey / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable design, TSA lock, and 8 wheels.",https://tinyurl.com/27qzqm93
Krabi,Hardside Luggage,Yellow / Large - ₹4699.00,"Large, lightweight, hard-shell, expandable suitcase (75cm/28"").  Durable, secure, and easily moves 25kg.",https://tinyurl.com/28mnqhd2
Krabi,Luggage Sets,Yellow / Small-Medium - ₹7798.00,"Lightweight, hard-shell 2-piece luggage set (55cm/65cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/25nw9z7h
Krabi,Hardside Luggage,Yellow / Medium - ₹4199.00,"Durable, expandable, 65cm hard-side luggage (24""). Holds 20kg, TSA-approved lock, 8 wheels.",https://tinyurl.com/2cxfeam6
Krabi,Luggage Sets,Steel Blue / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/26wwmuky
Krabi,Hardside Luggage,White / Medium - ₹4299.00,"Durable, expandable 65cm hard-side luggage (24"") for extended trips, 20kg capacity.",https://tinyurl.com/29doy5k7
Krabi,Luggage Sets,Steel Blue / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55cm, 65cm, 75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/29h56w73
Krabi,Luggage Sets,Yellow / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55-75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/2a85eke8
Krabi,Hardside Luggage,White / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, and easily mobile.",https://tinyurl.com/28v9ohtp
Krabi,Luggage Sets,White / Small-Medium - ₹7798.00,"Lightweight, hard-shell 2-piece luggage set (55cm/65cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/25orj8cg
Krabi,Luggage Sets,White / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/23tvneml
Krabi,Luggage Sets,White / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55-75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/277nb7vp
Krabi,Hardside Luggage,Black / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, 8 wheels, 3-year warranty.",https://tinyurl.com/23m824au
Krabi,Hardside Luggage,Steel Blue / Medium - ₹4299.00,"Durable, expandable 65cm hard-side luggage (24"") for extended trips, 20kg capacity.",https://tinyurl.com/2c7apusv
Krabi,Hardside Luggage,White / Large - ₹4699.00,"Large, lightweight, hard-shell checked luggage (75cm).  Durable, expandable, and secure with TSA lock.",https://tinyurl.com/24kvv2tq
Krabi,Hardside Luggage,Black / Large - ₹4699.00,"Large, lightweight, hard-shell luggage (75cm).  Durable, expandable, TSA-approved, 3-year warranty.",https://tinyurl.com/269rowhs
Krabi,Luggage Sets,Steel Blue / Small-Medium - ₹7798.00,"Lightweight, hard-shell 2-piece luggage set (55cm/65cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/23g8x794
Leopord,Luggage Cover sets,Medium - ₹949.00,"Eco-friendly, recycled luggage covers protect 22-24"" suitcases from dirt & damage.  Durable, stretchy, & stylish.",https://tinyurl.com/26j8wn6h
Latitude,Hardside Luggage,Black / Small - ₹2499.00,"Durable, lightweight polycarbonate spinner luggage with textured finish, 2 compartments, 8 wheels, and a number lock. 1-year warranty.",https://tinyurl.com/29g9u924
Krabi,Hardside Luggage,Steel Blue / Large - ₹4699.00,"Large, lightweight, hard-shell checked luggage (75cm).  Durable, expandable, and secure.",https://tinyurl.com/27b4hyzl
Krabi,Hardside Luggage,Purple / Small - ₹3599.00,"Lightweight, hard-shell cabin luggage (55cm/20"").  Durable, expandable, TSA-approved, and easily mobile.",https://tinyurl.com/29csoff8
Krabi,Hardside Luggage,Purple / Medium - ₹4299.00,"Durable, expandable, 65cm hard-side luggage (24"") for extended trips, 20kg capacity.",https://tinyurl.com/2a7a4u99
Krabi,Hardside Luggage,Purple / Large - ₹4699.00,"Large, lightweight, hard-shell checked luggage (75cm).  Durable, expandable, and secure.",https://tinyurl.com/25m8n4uj
Krabi,Luggage Sets,Purple / Medium-Large - ₹8898.00,"Lightweight, hard-shell 2-piece luggage set (65cm/75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/23pm7uuq
Lisbon,Hardside Luggage,Black / Small - ₹3199.00,"Lightweight, hardside 20"" cabin luggage for weekend trips or international carry-on.  Durable, secure, and spacious.",https://tinyurl.com/22j7nmx6
Krabi,Luggage Sets,Black / Small-Medium - ₹7798.00,"Lightweight, hard-shell 2-piece luggage set (55cm/65cm) with expandable design, TSA lock, 8 wheels, and 3-year warranty.",https://tinyurl.com/22th82qr
Krabi,Luggage Sets,Purple / Small-Medium-Large - ₹12497.00,"Lightweight, hard-shell 3-piece luggage set (55cm, 65cm, 75cm) with expandable compartments, TSA lock, and 8 wheels.",https://tinyurl.com/2c3tk492
Lisbon,Luggage Sets,Black / Medium-Large - ₹6999.00,"Durable, lightweight 3-piece hard-side luggage set (55, 65, 75cm) with secure locks & roomy interiors.",https://tinyurl.com/2ys7gxqy
Lisbon,Hardside Luggage,Maroon / Large - ₹3999.00,"Large, hardside spinner luggage (28"") for extended trips.  Durable, lightweight polypropylene; secure number lock.",https://tinyurl.com/253659jx
Latitude,Hardside Luggage,Grey / Small - ₹2999.00,"Durable, lightweight polycarbonate spinner luggage with textured finish, 20"" size, 8 wheels, and a 1-year warranty.",https://tinyurl.com/29qjemsp
Lisbon,Hardside Luggage,Brown / Small - ₹3199.00,"Lightweight, 20"" hardside carry-on luggage for weekend trips.  Durable polypropylene, secure lock, spacious interior.",https://tinyurl.com/2cc8fnoh
Lisbon,Luggage Sets,Pink / Small-Medium - ₹6299.00,"Durable, lightweight 2-piece hard-side luggage set (55cm/65cm) with security lock & roomy interior.",https://tinyurl.com/2czfkyrz
Lisbon,Hardside Luggage,Brown / Large - ₹3699.00,"Large, hardside spinner luggage (28"") for extended trips.  Durable, lightweight polypropylene; secure number lock.",https://tinyurl.com/2ajvgxgj
Lisbon,Hardside Luggage,Pink / Small - ₹3099.00,"Lightweight, hardside 20"" cabin luggage for weekend trips or international carry-on.  Durable, secure, and spacious.",https://tinyurl.com/24lr7qyp
Lisbon,Luggage Sets,Brown / Small-Medium-Large - ₹9999.00,"Durable, lightweight 2-piece hard-side luggage set (55cm/65cm) with security lock & roomy interior.",https://tinyurl.com/2bvhpgbx
Lisbon,Luggage Sets,Maroon / Small-Medium - ₹6299.00,"Durable, lightweight 2-piece hard-side luggage set (65cm/75cm) with secure locks, roomy interiors, and matching accents.",https://tinyurl.com/24fk3evo
Lisbon,Luggage Sets,Pink / Medium-Large - ₹6999.00,"Durable, lightweight 2-piece hard-side luggage set (65cm/75cm) with secure locks, roomy interiors, and matching accents.",https://tinyurl.com/2d9frnyn
Lisbon,Luggage Sets,Pink / Small-Medium-Large - ₹9999.00,"Durable, lightweight 3-piece polypropylene luggage set (55, 65, 75cm) with secure locks & roomy interiors.",https://tinyurl.com/25s8pywc
Lisbon,Hardside Luggage,Black / Medium - ₹3499.00,"24"" hardside spinner luggage (M), 3-5 day trips, durable polypropylene, secure lock, spacious interior.",https://tinyurl.com/238zoae2
Lisbon,Hardside Luggage,Black / Large - ₹3999.00,"Large, hardside spinner luggage (28"") for extended trips.  Durable, lightweight polypropylene; secure number lock.",https://tinyurl.com/2dou4ap5
Lisbon,Hardside Luggage,Blue / Medium - ₹3499.00,"24"" hardside spinner luggage (M), 3-5 day trips, durable polypropylene, secure lock, spacious interior.",https://tinyurl.com/24smjd8h
Lisbon,Luggage Sets,Black / Small-Medium-Large - ₹9999.00,"Hard-side 2-piece luggage set (55cm/65cm) – durable polypropylene, secure lock, spacious interior, matching accessories.",https://tinyurl.com/2d2kg2rv
Lisbon,Luggage Sets,Blue / Small-Medium-Large - ₹9999.00,"Hard-side 2-piece luggage set (55cm/65cm) – durable polypropylene, secure lock, spacious interior, matching accessories.",https://tinyurl.com/28rlga8l
Lisbon,Luggage Sets,Blue / Medium-Large - ₹6999.00,"Durable, lightweight 3-piece hard-side luggage set (55, 65, 75cm) with secure locks & roomy interiors.",https://tinyurl.com/2az7tk6l
Lisbon,Luggage Sets,Black / Small-Medium - ₹6299.00,"Durable, lightweight 2-piece hard-side luggage set (65cm/75cm) with secure locks, roomy interiors, and matching accents.",https://tinyurl.com/2amoehwo
Lisbon,Hardside Luggage,Green / Small - ₹2999.00,"Lightweight, hardside 20"" cabin luggage for weekend trips or international carry-on.  Durable, secure, and spacious.",https://tinyurl.com/2dyz3vlo
Lisbon,Hardside Luggage,Maroon / Small - ₹2999.00,"Lightweight, hardside 20"" cabin luggage for weekend trips or international carry-on.  Durable, secure, and spacious.",https://tinyurl.com/2dgb6a8f
Lisbon,Hardside Luggage,Green / Medium - ₹3499.00,"24"" hardside spinner luggage (M), 3-5 day trips, durable polypropylene, secure lock, spacious interior.",https://tinyurl.com/22ljhbds
Lisbon,Hardside Luggage,Green / Large - ₹3899.00,"Large, hardside spinner luggage (28"") for extended trips.  Durable, lightweight polypropylene, secure lock, spacious interior.",https://tinyurl.com/2bcma2xm
Lisbon,Luggage Sets,Green / Small-Medium - ₹6299.00,"Durable, lightweight 2-piece hard-side luggage set (65cm/75cm) with secure locks, spacious compartments, and matching accessories.",https://tinyurl.com/2yr53tjr
Lisbon,Hardside Luggage,Purple / Large - ₹3999.00,"Large, hardside spinner luggage (28"") for extended trips.  Durable, lightweight polypropylene, secure lock, spacious interior.",https://tinyurl.com/22b9wuk7
Lisbon,Luggage Sets,Maroon / Small-Medium-Large - ₹9999.00,"Durable, lightweight 2-piece hard-side luggage set (55cm/65cm) with security lock & roomy interior.",https://tinyurl.com/2au8xea7
Lisbon,Luggage Sets,Green / Small-Medium-Large - ₹9999.00,"Hard-side 2-piece luggage set (55cm/65cm) – durable polypropylene, secure lock, spacious interior, matching accessories.",https://tinyurl.com/29nqg5ck
Lisbon,Hardside Luggage,Blue / Small - ₹2999.00,"Lightweight, 20"" hardside carry-on luggage for weekend trips.  Durable polypropylene, secure lock, spacious interior.",https://tinyurl.com/24evt5sx
Lombard,Hardside Luggage,Blue / Large - ₹3999.00,"Large, hard-side polycarbonate suitcase (28"").  5-7 day trips.  Scratch-resistant, lightweight, secure, and spacious.",https://tinyurl.com/27s2alhq
Lisbon,Hardside Luggage,Blue / Large - ₹3999.00,"Large, hardside spinner luggage (28"") for extended trips.  Durable, lightweight polypropylene; secure number lock.",https://tinyurl.com/26odou3b
Lombard,Hardside Luggage,Grey / Medium - ₹3399.00,"Large, hard-side polycarbonate suitcase (28"").  Impact-resistant, secure, and spacious.",https://tinyurl.com/28j2z9ov
Lombard,Hardside Luggage,Grey / Large - ₹3999.00,"Large, hard-side polycarbonate suitcase (28"").  5-7 day trips.  Scratch-resistant, lightweight, secure, and spacious.",https://tinyurl.com/24x5qr89
London,Luggage Cover sets,Medium - ₹949.00,Eco-friendly recycled luggage covers fit 18-28 inch bags.,https://tinyurl.com/25qb37l6
Madison,Backpack,Blue - ₹2399.00,"USB charging, padded laptop & tablet compartments, secure pockets, comfortable design, 12-month warranty.",https://tinyurl.com/22dyvodr
Lisbon,Luggage Sets,Green / Medium-Large - ₹6999.00,"Durable, lightweight 3-piece polypropylene luggage set (55, 65, 75cm) with secure locks & roomy interiors.",https://tinyurl.com/243jwks5
Lisbon,Hardside Luggage,Purple / Small - ₹3199.00,"Lightweight, 20"" hardside carry-on luggage for weekend trips.  Durable polypropylene, secure lock, spacious interior.",https://tinyurl.com/2d6mt5zz
Lisbon,Luggage Sets,Purple / Small-Medium-Large - ₹9999.00,"Hard-side 2-piece luggage set (55cm/65cm) – durable polypropylene, secure lock, spacious interior, matching accessories.",https://tinyurl.com/27ol4ruu
Lisbon,Luggage Sets,Purple / Medium-Large - ₹6999.00,"Durable, lightweight 3-piece hard-side luggage set (55, 65, 75cm) with secure locks & roomy interiors.",https://tinyurl.com/22z5bhqw
Lombard,Hardside Luggage,Black / Large - ₹3999.00,"Large, hard-side polycarbonate suitcase (28"") for 5-7 day trips.  Scratch-resistant, lightweight, secure, and spacious.",https://tinyurl.com/22u5fbuz
Manali,Hardside Luggage,Orange / Small - ₹3099.00,"Indian-made, 20"" polycarbonate hardside carry-on (2.5kg), perfect for weekend trips.  Durable, spinner wheels, TSA lock, spacious interior.",https://tinyurl.com/2y5npbrj
Lombard,Hardside Luggage,Blue / Medium - ₹3399.00,"24"" hard-side polycarbonate luggage (M), 3-4 day trips, scratch-resistant, spinner wheels, secure lock.",https://tinyurl.com/2bphnj97
